Date,Session,Game Number,Script,Result,PlayerCount,,Session,Game Number,Player,Role,Notes,Alignment Switch,,Session,Game Number,Phase,Player,Action,Target,Note,,Session,Game Number,Vote Number,Player,Target,Total Votes,On the Block,Executed,,Session,Game Number,Vote Number,Player,Voted,Dead,Dead Vote Used,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N3,Lyra,Healthy,,,,,,,,,,,,,20,2,3,Weaver,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N3,KK,Innkeeper Drunk,,,,,,,,,,,,,20,2,4,Lyphoon,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N3,Dice,Demon Kill,Weaver,,,,,,,,,,,,20,2,4,Tim,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N3,Lyphoon,Healthy,,,,,,,,,,,,,20,2,4,Dice,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D3,Jordan,Nomination,Lyphoon,V8,,,,,,,,,,,20,2,4,Weaver,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D3,Tanfana,Nomination,Tanfana,V9,,,,,,,,,,,20,2,4,Lyra,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D3,Lyphoon,Nomination,KK,V10,,,,,,,,,,,20,2,4,Tanfana,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D3,Lyphoon,Executed,,,,,,,,,,,,,20,2,4,KK,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N4,Stephen,Poisoner Pick,Jordan,,,,,,,,,,,,20,2,4,Stephen,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N4,Weaver,Healthy,,,,,,,,,,,,,20,2,4,Lycan,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N4,KK,Healthy,,,,,,,,,,,,,20,2,4,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N4,Jordan,Poisoned,,,,,,,,,,,,,20,2,4,Permzilla,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N4,Dice,Demon Kill,Permzilla,,,,,,,,,,,,20,2,4,Jordan,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D4,Lyra,Nomination,Stephen,V11,,,,,,,,,,,20,2,5,Tim,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D4,KK,Nomination,Dice,V12,,,,,,,,,,,20,2,5,Dice,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D4,Dice,Executed,,Protected,,,,,,,,,,,20,2,5,Weaver,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N5,Stephen,Poisoner Pick,KK,,,,,,,,,,,,20,2,5,Lyra,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N5,Jordan,Healthy,,,,,,,,,,,,,20,2,5,Tanfana,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N5,KK,Poisoned,,,,,,,,,,,,,20,2,5,KK,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,N5,Dice,Demon Kill,KK,,,,,,,,,,,,20,2,5,Stephen,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D5,Stephen,Nomination,Stephen,V13,,,,,,,,,,,20,2,5,Lycan,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D5,Jordan,Nomination,Tanfana,V14,,,,,,,,,,,20,2,5,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D5,Tanfana,Executed,,,,,,,,,,,,,20,2,5,Permzilla,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D5,Tanfana,Boomdandy Slaughter,Jordan,,,,,,,,,,,,20,2,5,Jordan,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D5,Tanfana,Boomdandy Vote,Stephen|Stephen|Lyra|Lyra|Stephen|Lyra|Lyra|Stephen|Lyra|Lyra|Lyra|Lyra,,,,,,,,,,,,20,2,5,Lyphoon,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D5,Tanfana,Boomdandy Vote Kill,Lyra,,,,,,,,,,,,20,2,6,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D5,Dice,Killed,,Lleech Host,,,,,,,,,,,20,2,6,Permzilla,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20,2,D5,,Game End,,Demon Executed,,,,,,,,,,,20,2,6,Jordan,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,6,Lyphoon,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,6,Tim,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,6,Dice,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,6,Weaver,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,6,Lyra,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,6,Tanfana,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,6,KK,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,6,Stephen,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,6,Lycan,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,KK,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Stephen,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Lycan,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Permzilla,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Jordan,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Lyphoon,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Tim,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Dice,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Weaver,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Lyra,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,7,Tanfana,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Tim,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Dice,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Weaver,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Lyra,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Tanfana,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,KK,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Stephen,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Lycan,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Permzilla,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Jordan,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,8,Lyphoon,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,KK,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Stephen,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Lycan,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Permzilla,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Jordan,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Lyphoon,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Tim,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Dice,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Weaver,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Lyra,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,9,Tanfana,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Stephen,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Lycan,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Permzilla,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Jordan,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Lyphoon,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Tim,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Dice,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Weaver,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Lyra,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,Tanfana,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,KK,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Lycan,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Permzilla,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Jordan,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Lyphoon,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Tim,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Dice,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Weaver,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Lyra,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Tanfana,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,KK,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,11,Stephen,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Weaver,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Lyra,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Tanfana,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,KK,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Stephen,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Lycan,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Permzilla,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Jordan,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Lyphoon,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Tim,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,12,Dice,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,13,Lycan,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,13,Sam,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,13,Permzilla,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,13,Jordan,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,13,Lyphoon,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
